show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,bag_of_content,processed_content,cluster
s2702,TV Show,Her Mother's Killer,,"Carolina Gómez, Marlon Moreno, George Slebi, Geraldine Zivic, Andrea Gómez, María Cecilia Botero, Juliana Galvis, Edwin Maya, Alejandro Gutiérrez, Viviana Santos, Michelle Manterola, Juan Alfonso Baptista, Carolina Cuervo, Santiago Felipe Gomez, Matias Maldonado, Kristina Lilley, Mauricio Figueroa, Ana Wills, Juan Manuel Diaz, Ricardo Mejia, Orlando Valenzuela, Ana-María Sánchez, Julieta Villar",Colombia,"August 26, 2020",2020,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas","Nearly 30 years after her mom's murder, a political strategist launches a calculated plan to ruin the Colombian presidential candidate who killed her.",2020.0,"Nearly 30 years after her mom's murder, a political strategist launches a calculated plan to ruin the Colombian presidential candidate who killed her. International TV Shows, Spanish-Language TV Shows, TV Dramas  Carolina Gómez, Marlon Moreno, George Slebi, Geraldine Zivic, Andrea Gómez, María Cecilia Botero, Juliana Galvis, Edwin Maya, Alejandro Gutiérrez, Viviana Santos, Michelle Manterola, Juan Alfonso Baptista, Carolina Cuervo, Santiago Felipe Gomez, Matias Maldonado, Kristina Lilley, Mauricio Figueroa, Ana Wills, Juan Manuel Diaz, Ricardo Mejia, Orlando Valenzuela, Ana-María Sánchez, Julieta Villar Colombia TV-MA",nearly year mom murder political strategist launch calculated plan ruin colombian presidential candidate killed international show spanishlanguage show drama carolina gmez marlon moreno george slebi geraldine zivic andrea gmez mara cecilia botero juliana galvis edwin maya alejandro gutirrez viviana santos michelle manterola juan alfonso baptista carolina cuervo santiago felipe gomez matias maldonado kristina lilley mauricio figueroa ana will juan manuel diaz ricardo mejia orlando valenzuela anamara snchez julieta villar colombia tvma,0
s2703,Movie,Her Only Choice,Christel Gibson,"Denise Boutte, Timon Kyle Durrett, Leon, Tamara Tunie, Vanessa Bell Calloway, Tiffany Snow, Keith Arthur Bolden, Elise Neal, Jeryl Prescott",United States,"May 2, 2019",2018,TV-14,87 min,Dramas,A woman must decide if she’s willing to end her pregnancy to save her own life after being diagnosed with breast cancer.,2019.0,"A woman must decide if she’s willing to end her pregnancy to save her own life after being diagnosed with breast cancer. Dramas Christel Gibson Denise Boutte, Timon Kyle Durrett, Leon, Tamara Tunie, Vanessa Bell Calloway, Tiffany Snow, Keith Arthur Bolden, Elise Neal, Jeryl Prescott United States TV-14",woman must decide shes willing end pregnancy save life diagnosed breast cancer drama christel gibson denise boutte timon kyle durrett leon tamara tunie vanessa bell calloway tiffany snow keith arthur bolden elise neal jeryl prescott united state,1
s2704,Movie,Hera Pheri,Prakash Mehra,"Amitabh Bachchan, Vinod Khanna, Saira Banu, Sulakshana Pandit, Shreeram Lagoo, Pinchoo Kapoor, P. Jairaj, Yunus Parvez",India,"December 31, 2019",1976,TV-14,156 min,"Action & Adventure, Comedies, Dramas",The bond between two crooks and best friends is threatened when one learns that the other's father had a hand in his own tragic past.,2019.0,"The bond between two crooks and best friends is threatened when one learns that the other's father had a hand in his own tragic past. Action & Adventure, Comedies, Dramas Prakash Mehra Amitabh Bachchan, Vinod Khanna, Saira Banu, Sulakshana Pandit, Shreeram Lagoo, Pinchoo Kapoor, P. Jairaj, Yunus Parvez India TV-14",bond two crook best friend threatened one learns others father hand tragic past action adventure comedy drama prakash mehra amitabh bachchan vinod khanna saira banu sulakshana pandit shreeram lagoo pinchoo kapoor jairaj yunus parvez india,1
s2705,Movie,Here Alone,Rod Blackhurst,"Lucy Walters, Gina Piersanti, Adam David Thompson, Shane West, Ryken A. Whitfield, Abel McSurely Bradshaw, Rebecca Spiro",United States,"July 1, 2017",2016,TV-MA,97 min,Horror Movies,"When she finally encounters two other survivors, a woman alone in a world decimated by a zombie epidemic struggles to trust her new companions.",2017.0,"When she finally encounters two other survivors, a woman alone in a world decimated by a zombie epidemic struggles to trust her new companions. Horror Movies Rod Blackhurst Lucy Walters, Gina Piersanti, Adam David Thompson, Shane West, Ryken A. Whitfield, Abel McSurely Bradshaw, Rebecca Spiro United States TV-MA",finally encounter two survivor woman alone world decimated zombie epidemic struggle trust new companion horror movie rod blackhurst lucy walter gina piersanti adam david thompson shane west ryken whitfield abel mcsurely bradshaw rebecca spiro united state tvma,1
s2706,TV Show,Here to Heart,,"Janine Chun-Ning Chang, Hans Zhang",China,"October 23, 2018",2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Wen Nuan signs on to work as the executive assistant to ex Zhan Nanxian at his tech firm. Helping him at work just may lead her back into his heart.,2018.0,"Wen Nuan signs on to work as the executive assistant to ex Zhan Nanxian at his tech firm. Helping him at work just may lead her back into his heart. International TV Shows, Romantic TV Shows, TV Dramas  Janine Chun-Ning Chang, Hans Zhang China TV-14",wen nuan sign work executive assistant zhan nanxian tech firm helping work may lead back heart international show romantic show drama janine chunning chang han zhang china,0
s2707,Movie,Heritages,Philippe Aractingi,"Philippe Aractingi, Diane Aractingi","Lebanon, United Arab Emirates, France, Switzerland, Germany","October 19, 2020",2014,TV-14,96 min,"Documentaries, International Movies","After being forced to leave his country three times, a Lebanese film director traces his roots and analyzes key moments of the nation's history.",2020.0,"After being forced to leave his country three times, a Lebanese film director traces his roots and analyzes key moments of the nation's history. Documentaries, International Movies Philippe Aractingi Philippe Aractingi, Diane Aractingi Lebanon, United Arab Emirates, France, Switzerland, Germany TV-14",forced leave country three time lebanese film director trace root analyzes key moment nation history documentary international movie philippe aractingi philippe aractingi diane aractingi lebanon united arab emirate france switzerland germany,1
s2708,Movie,Hero,Corey Yuen,"Takeshi Kaneshiro, Yuen Biao, Valerie Chow, Jessica Hester Hsuan, Tak Yuen, Wah Yuen, Corey Yuen","Hong Kong, China","August 1, 2018",1997,TV-MA,89 min,"Action & Adventure, International Movies","A pugilist from Shantung struggles to rise to the top of the Shanghai triad ladder, where his stellar martial arts talents can shine.",2018.0,"A pugilist from Shantung struggles to rise to the top of the Shanghai triad ladder, where his stellar martial arts talents can shine. Action & Adventure, International Movies Corey Yuen Takeshi Kaneshiro, Yuen Biao, Valerie Chow, Jessica Hester Hsuan, Tak Yuen, Wah Yuen, Corey Yuen Hong Kong, China TV-MA",pugilist shantung struggle rise top shanghai triad ladder stellar martial art talent shine action adventure international movie corey yuen takeshi kaneshiro yuen biao valerie chow jessica hester hsuan tak yuen wah yuen corey yuen hong kong china tvma,1
s2709,TV Show,HERO MASK,,"Yasuyuki Kase, Yuhko Kaida, Junpei Morita, Kentaro Takano, Kouki Uchiyama, Yutaka Aoyama, Takayuki Sugo, Yutaka Nakano, Haruka Shibuya, Tomoyuki Shimura, Yuichi Karasuma, Yukiyo Fujii, Fuminori Komatsu, Tomoko Miyadera",,"August 23, 2019",2019,TV-14,2 Seasons,"Anime Series, Crime TV Shows, International TV Shows","After a rash of mysterious deaths, Crown prosecutor Sarah Sinclair and SSC agent James Blood discover a conspiracy surrounding uncanny new bio-masks.",2019.0,"After a rash of mysterious deaths, Crown prosecutor Sarah Sinclair and SSC agent James Blood discover a conspiracy surrounding uncanny new bio-masks. Anime Series, Crime TV Shows, International TV Shows  Yasuyuki Kase, Yuhko Kaida, Junpei Morita, Kentaro Takano, Kouki Uchiyama, Yutaka Aoyama, Takayuki Sugo, Yutaka Nakano, Haruka Shibuya, Tomoyuki Shimura, Yuichi Karasuma, Yukiyo Fujii, Fuminori Komatsu, Tomoko Miyadera  TV-14",rash mysterious death crown prosecutor sarah sinclair ssc agent james blood discover conspiracy surrounding uncanny new biomasks anime series crime show international show yasuyuki kase yuhko kaida junpei morita kentaro takano kouki uchiyama yutaka aoyama takayuki sugo yutaka nakano haruka shibuya tomoyuki shimura yuichi karasuma yukiyo fujii fuminori komatsu tomoko miyadera,0
s2710,Movie,Heroes Wanted,Joaquín Mazón,"María León, Miki Esparbé, Jordi Sánchez, Andoni Agirregomezkorta, Juan Carlos Aduviri, Sílvia Abril, Carlos Areces, Joaquín Reyes",Spain,"February 1, 2017",2016,TV-MA,97 min,"Action & Adventure, Comedies, International Movies","When its special ops agency is wiped out, Spain hastily assembles a new team to defuse a terrorist plot. But who are these scrappy would-be heroes?",2017.0,"When its special ops agency is wiped out, Spain hastily assembles a new team to defuse a terrorist plot. But who are these scrappy would-be heroes? Action & Adventure, Comedies, International Movies Joaquín Mazón María León, Miki Esparbé, Jordi Sánchez, Andoni Agirregomezkorta, Juan Carlos Aduviri, Sílvia Abril, Carlos Areces, Joaquín Reyes Spain TV-MA",special ops agency wiped spain hastily assembles new team defuse terrorist plot scrappy wouldbe hero action adventure comedy international movie joaqun mazn mara len miki esparb jordi snchez andoni agirregomezkorta juan carlos aduviri slvia abril carlos areces joaqun reyes spain tvma,1
s2711,Movie,Heroin(e),Elaine McMillion Sheldon,,United States,"September 12, 2017",2017,TV-14,40 min,Documentaries,"This documentary follows three women – a fire chief, a judge and a street missionary – as they battle West Virginia's devastating opioid epidemic.",2017.0,"This documentary follows three women – a fire chief, a judge and a street missionary – as they battle West Virginia's devastating opioid epidemic. Documentaries Elaine McMillion Sheldon  United States TV-14",documentary follows three woman fire chief judge street missionary battle west virginia devastating opioid epidemic documentary elaine mcmillion sheldon united state,1
s2712,Movie,Heroine,Madhur Bhandarkar,"Kareena Kapoor, Arjun Rampal, Randeep Hooda, Divya Dutta, Govind Namdeo, Sanjay Suri, Mugdha Godse, Shahana Goswami, Ranvir Shorey, Lillete Dubey",India,"November 1, 2018",2012,TV-MA,143 min,"Dramas, International Movies",One woman experiences the dramatic highs and lows of fame in this voyeuristic glimpse past the glitz and glamour of a Bollywood superstar's life.,2018.0,"One woman experiences the dramatic highs and lows of fame in this voyeuristic glimpse past the glitz and glamour of a Bollywood superstar's life. Dramas, International Movies Madhur Bhandarkar Kareena Kapoor, Arjun Rampal, Randeep Hooda, Divya Dutta, Govind Namdeo, Sanjay Suri, Mugdha Godse, Shahana Goswami, Ranvir Shorey, Lillete Dubey India TV-MA",one woman experience dramatic high low fame voyeuristic glimpse past glitz glamour bollywood superstar life drama international movie madhur bhandarkar kareena kapoor arjun rampal randeep hooda divya dutta govind namdeo sanjay suri mugdha godse shahana goswami ranvir shorey lillete dubey india tvma,1
s2713,TV Show,Herrens veje,,"Lars Mikkelsen, Ann Eleonora Jorgensen, Simon Sears, Morten Hee Andersen, Fanny Bernth, Joen Højerslev, Camilla Lau, Maj-Britt Mathiesen, Solbjørg Højfeldt, Johanne Dal-Lewkovitch",Denmark,"June 1, 2019",2018,TV-MA,2 Seasons,"International TV Shows, TV Dramas",A family with a storied history of service to the Church of Denmark fractures under the tyrannical rule and ambition of its hard-driving patriarch.,2019.0,"A family with a storied history of service to the Church of Denmark fractures under the tyrannical rule and ambition of its hard-driving patriarch. International TV Shows, TV Dramas  Lars Mikkelsen, Ann Eleonora Jorgensen, Simon Sears, Morten Hee Andersen, Fanny Bernth, Joen Højerslev, Camilla Lau, Maj-Britt Mathiesen, Solbjørg Højfeldt, Johanne Dal-Lewkovitch Denmark TV-MA",family storied history service church denmark fracture tyrannical rule ambition harddriving patriarch international show drama lars mikkelsen ann eleonora jorgensen simon sears morten hee andersen fanny bernth joen hjerslev camilla lau majbritt mathiesen solbjrg hjfeldt johanne dallewkovitch denmark tvma,0
s2714,Movie,Hey Arnold! The Jungle Movie,"Raymie Muzquiz, Stu Livingston","Mason Vale Cotton, Benjamin Flores Jr., Francesca Smith, Alfred Molina, Dan Castellaneta, Tress MacNeille, Craig Bartlett, Carlos Alazraqui","United States, South Korea, Japan","November 2, 2019",2017,TV-PG,81 min,"Children & Family Movies, Comedies","When Arnold and his crew win a trip to San Lorenzo, their adventure in the wild forces them to take the same risky path as Arnold's missing parents.",2019.0,"When Arnold and his crew win a trip to San Lorenzo, their adventure in the wild forces them to take the same risky path as Arnold's missing parents. Children & Family Movies, Comedies Raymie Muzquiz, Stu Livingston Mason Vale Cotton, Benjamin Flores Jr., Francesca Smith, Alfred Molina, Dan Castellaneta, Tress MacNeille, Craig Bartlett, Carlos Alazraqui United States, South Korea, Japan TV-PG",arnold crew win trip san lorenzo adventure wild force take risky path arnold missing parent child family movie comedy raymie muzquiz stu livingston mason vale cotton benjamin flores francesca smith alfred molina dan castellaneta tress macneille craig bartlett carlos alazraqui united state south korea japan tvpg,1
s2715,TV Show,"Hi Bye, Mama!",,"Kim Tae-hee, Lee Kyoo-hyung, Go Bo-gyeol, Shin Dong-mi, Seo Woo-jin, Lee Si-woo, Oh Eui-sik, Ahn Nae-sang, Kim Mee-kyeong, Park Su-young, Kim Mi-su, Yoon Sa-bong",South Korea,"February 23, 2020",2020,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","When the ghost of a woman gains a second chance at life for 49 days, she reappears in front of her remarried husband and young daughter.",2020.0,"When the ghost of a woman gains a second chance at life for 49 days, she reappears in front of her remarried husband and young daughter. International TV Shows, Korean TV Shows, Romantic TV Shows  Kim Tae-hee, Lee Kyoo-hyung, Go Bo-gyeol, Shin Dong-mi, Seo Woo-jin, Lee Si-woo, Oh Eui-sik, Ahn Nae-sang, Kim Mee-kyeong, Park Su-young, Kim Mi-su, Yoon Sa-bong South Korea TV-14",ghost woman gain second chance life day reappears front remarried husband young daughter international show korean show romantic show kim taehee lee kyoohyung bogyeol shin dongmi seo woojin lee siwoo euisik ahn naesang kim meekyeong park suyoung kim misu yoon sabong south korea,0
s2716,TV Show,Hi Score Girl,,"Kohei Amasaki, Sayumi Suzushiro, Yuuki Hirose, Kazuyuki Okitsu, Daiki Yamashita, Daria Midou, Satomi Arai, Shizuka Ito, Cho, Chinatsu Akasaki, Tomokazu Sugita, Yuichi Nakamura, Kana Ueda, Taketora, Hochu Otsuka, Hiroki Yasumoto",Japan,"April 9, 2020",2019,TV-14,2 Seasons,"Anime Series, International TV Shows, Romantic TV Shows","A chronic gamer abysmally inept in academics and sports finally meets his match at his usual shady arcade – and it’s his rich classmate, Akira.",2020.0,"A chronic gamer abysmally inept in academics and sports finally meets his match at his usual shady arcade – and it’s his rich classmate, Akira. Anime Series, International TV Shows, Romantic TV Shows  Kohei Amasaki, Sayumi Suzushiro, Yuuki Hirose, Kazuyuki Okitsu, Daiki Yamashita, Daria Midou, Satomi Arai, Shizuka Ito, Cho, Chinatsu Akasaki, Tomokazu Sugita, Yuichi Nakamura, Kana Ueda, Taketora, Hochu Otsuka, Hiroki Yasumoto Japan TV-14",chronic gamer abysmally inept academic sport finally meet match usual shady arcade rich classmate akira anime series international show romantic show kohei amasaki sayumi suzushiro yuuki hirose kazuyuki okitsu daiki yamashita daria midou satomi arai shizuka ito cho chinatsu akasaki tomokazu sugita yuichi nakamura kana ueda taketora hochu otsuka hiroki yasumoto japan,0
